1,Panthers,10,8,1,1,0,240,144,96,17
2,Eels,10,8,0,2,0,228,118,110,16
3,Storm,10,8,0,2,0,237,128,109,16
4,Knights,10,6,1,3,0,207,160,47,13
5,Roosters,10,6,0,4,0,288,136,152,12
6,Raiders,10,6,0,4,0,188,153,35,12
7,Wests Tigers,10,5,0,5,0,245,177,68,10
8,Rabbitohs,10,5,0,5,0,206,174,32,10
9,Sharks,10,5,0,5,0,256,224,32,10
10,Sea Eagles,10,5,0,5,0,155,181,-26,10
11,Dragons,10,4,0,6,0,184,194,-10,8
12,Cowboys,10,3,0,7,0,205,275,-70,6
13,Warriors,10,3,0,7,0,127,260,-133,6
14,Broncos,10,3,0,7,0,134,291,-157,6
15,Titans,10,3,0,7,0,128,287,-159,6
16,Bulldogs,10,1,0,9,0,116,242,-126,2
