1,Panthers,20,18,1,1,0,537,238,299,37
2,Storm,20,16,0,4,0,534,276,258,32
3,Eels,20,15,0,5,0,392,288,104,30
4,Roosters,20,14,0,6,0,552,322,230,28
5,Raiders,20,14,0,6,0,445,317,128,28
6,Rabbitohs,20,12,0,8,0,521,352,169,24
7,Knights,20,11,1,8,0,421,374,47,23
8,Sharks,20,10,0,10,0,480,480,0,20
9,Titans,20,9,0,11,0,346,463,-117,18
10,Warriors,20,8,0,12,0,343,458,-115,16
11,Wests Tigers,20,7,0,13,0,440,505,-65,14
12,Dragons,20,7,0,13,0,378,452,-74,14
13,Sea Eagles,20,7,0,13,0,375,509,-134,14
14,Cowboys,20,5,0,15,0,368,520,-152,10
15,Bulldogs,20,3,0,17,0,282,504,-222,6
16,Broncos,20,3,0,17,0,268,624,-356,6
